Index,Tweet,Clean Text,Polarity,Subjectivity,Analysis,Label
8884,Iranian nuclear sites bombed by Israel sparking fears of radioactive contamination,iranian nuclear sites bombed israel sparking fears radioactive contamination,-0.09,0.19,Negative,-1
8885,Civilians in Cairo describe terror of constant air raid sirens and missile attacks,civilians cairo describe terror constant air raid sirens missile attacks,-0.15,0.25,Negative,-1
8886,Escalating conflict threatens to drag entire Middle East into devastating regional war,escalating conflict threatens drag entire middle east devastating regional war,-0.25,0.35,Negative,-1
8887,Brutal bombardment of Golan Heights leaves entire neighborhoods in rubble and ruins #IranIsraelWar,brutal bombardment golan heights leaves entire neighborhoods rubble ruins,-0.08,0.18,Negative,-1
8888,Mass displacement crisis: 130 million people fleeing violence in Lebanon and Gaza #HumanitarianAid,mass displacement crisis million people fleeing violence lebanon gaza,-0.17,0.27,Negative,-1
8889,Iran claims responsibility for missile attack on Israeli military base in Negev desert,iran claims responsibility missile attack israeli military base negev desert,-0.15,0.25,Negative,-1
8890,Tragic loss of civilian life in Negev desert as war crimes allegations mount against all sides #HumanitarianAid,tragic loss civilian life negev desert war crimes allegations mount sides,-0.12,0.22,Negative,-1
8891,US intelligence warns Iran weeks away from nuclear weapon capability amid conflict #IranAttacksIsrael,us intelligence warns iran weeks away nuclear weapon capability amid conflict,-0.15,0.25,Negative,-1
8892,Israeli military spokesperson confirms 89 Iranian drones intercepted this week,israeli military spokesperson confirms iranian drones intercepted week,0.0,0.1,Neutral,0
8893,Israeli air force conducts practice runs over Mediterranean preparing for Iran strikes,israeli air force conducts practice runs mediterranean preparing iran strikes,0.0,0.1,Neutral,0
8894,Death toll rises to 90 after Iranian barrage hits northern Israel overnight #EndTheWar,death toll rises iranian barrage hits northern israel overnight,-0.17,0.27,Negative,-1
8895,US Treasury Department expands Iran sanctions list to include 120 new entities #NuclearDeal,us treasury department expands iran sanctions list include new entities,-0.08,0.18,Negative,-1
8896,Israeli air defense fails to intercept 1 Iranian missiles hitting military bases,israeli air defense fails intercept iranian missiles hitting military bases,0.0,0.1,Neutral,0
8897,Mass displacement crisis: 183 million people fleeing violence in Lebanon and Gaza,mass displacement crisis million people fleeing violence lebanon gaza,-0.18,0.28,Negative,-1
8898,Brutal bombardment of Iraqi Kurdistan leaves entire neighborhoods in rubble and ruins #EndTheWar,brutal bombardment iraqi kurdistan leaves entire neighborhoods rubble ruins,-0.08,0.18,Negative,-1
8899,UN Security Council scheduled emergency vote on Iran-Israel ceasefire resolution,un security council scheduled emergency vote iranisrael ceasefire resolution,0.1,0.2,Positive,1
8900,US warships intercept Iranian attack drones heading toward Israeli coastline,us warships intercept iranian attack drones heading toward israeli coastline,-0.1,0.2,Negative,-1
8901,US military bases in Middle East hit by Iran-backed drone attacks overnight #IranThreat,us military bases middle east hit iranbacked drone attacks overnight,0.0,0.1,Neutral,0
8902,Refugee crisis overwhelms Jordan and Turkey as 8 million flee war zones #GazaHumanitarian,refugee crisis overwhelms jordan turkey million flee war zones,-0.25,0.35,Negative,-1
8903,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack #IsraeliAirstrike,iranian missile barrage overwhelms israeli iron dome defense system latest attack,-0.23,0.33,Negative,-1
8904,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack #MiddleEastPeace,iranian missile barrage overwhelms israeli iron dome defense system latest attack,-0.23,0.33,Negative,-1
8905,Iran backs militant groups across region creating multi-front war nightmare for Israel,iran backs militant groups across region creating multifront war nightmare israel,-0.08,0.18,Negative,-1
8906,US warships intercept Iranian attack drones heading toward Israeli coastline,us warships intercept iranian attack drones heading toward israeli coastline,-0.1,0.2,Negative,-1
8907,Ceasefire talks collapse again as Iran refuses all US mediation conditions completely,ceasefire talks collapse again iran refuses us mediation conditions completely,0.0,0.27,Neutral,0
8908,Brave Israeli medics working tirelessly to save lives of missile attack victims,brave israeli medics working tirelessly save lives missile attack victims,-0.08,0.35,Negative,-1
8909,Israel estimates Iranian missile program has over 96000 projectiles in arsenal,israel estimates iranian missile program projectiles arsenal,-0.1,0.2,Negative,-1
8910,US Congress receives classified briefing on Iran missile capabilities and threat level #MiddleEastCrisis,us congress receives classified briefing iran missile capabilities threat level,-0.15,0.25,Negative,-1
8911,Jordan closes airspace to all military aircraft as Iran-Israel conflict intensifies #MiddleEastPeace,jordan closes airspace military aircraft iranisrael conflict intensifies,-0.08,0.18,Negative,-1
8912,Iran parliament votes to increase military budget by 40% in response to Israeli strikes,iran parliament votes increase military budget response israeli strikes,0.0,0.1,Neutral,0
8913,US Treasury Department expands Iran sanctions list to include 58 new entities,us treasury department expands iran sanctions list include new entities,-0.09,0.19,Negative,-1
8914,Reports of chemical weapons use in Mediterranean coastline spark international outrage and condemnation #IsraeliAirstrike,reports chemical weapons use mediterranean coastline spark international outrage condemnation,0.0,0.1,Neutral,0
8915,Iran foreign minister meets Russian counterpart to discuss Middle East conflict situation,iran foreign minister meets russian counterpart discuss middle east conflict situation,-0.08,0.18,Negative,-1
8916,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack,iranian missile barrage overwhelms israeli iron dome defense system latest attack,-0.25,0.35,Negative,-1
8917,Israeli military intelligence assesses Iranian military capabilities and vulnerabilities #RedSeaConflict,israeli military intelligence assesses iranian military capabilities vulnerabilities,0.0,0.1,Neutral,0
8918,US military bases in Middle East hit by Iran-backed drone attacks overnight,us military bases middle east hit iranbacked drone attacks overnight,0.0,0.1,Neutral,0
8919,Children among casualties as missiles strike school shelter in southern Lebanon war zone,children among casualties missiles strike school shelter southern lebanon war zone,-0.23,0.33,Negative,-1
8920,US carrier strike group mobilizes as Iran threatens direct attack on American forces #StopTheWar,us carrier strike group mobilizes iran threatens direct attack american forces,-0.14,0.24,Negative,-1
8921,Iran claims responsibility for missile attack on Israeli military base in Negev desert #USMilitary,iran claims responsibility missile attack israeli military base negev desert,-0.14,0.24,Negative,-1
8922,Germany extends Iran oil sanctions following missile attacks on Israeli civilians,germany extends iran oil sanctions following missile attacks israeli civilians,-0.18,0.28,Negative,-1
8923,US sanctions squeeze Iranian economy but conflict shows no signs of ending,us sanctions squeeze iranian economy conflict shows signs ending,-0.17,0.27,Negative,-1
8924,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for #USMilitary,hostages taken iranian proxy attack northern israel unaccounted,-0.08,0.18,Negative,-1
8925,Israeli strike on Iranian general sparks massive retaliatory missile barrage on cities,israeli strike iranian general sparks massive retaliatory missile barrage cities,-0.25,0.35,Negative,-1
8926,Lebanon descends into chaos as Hezbollah and Israeli forces clash in brutal urban combat #PeaceInMiddleEast,lebanon descends chaos hezbollah israeli forces clash brutal urban combat,-0.13,0.23,Negative,-1
8927,US Congress receives classified briefing on Iran missile capabilities and threat level,us congress receives classified briefing iran missile capabilities threat level,-0.17,0.27,Negative,-1
8928,UN warns of catastrophic humanitarian disaster as Iran-Israel war intensifies,un warns catastrophic humanitarian disaster iranisrael war intensifies,0.0,0.3,Neutral,0
8929,Famine threatens Gaza as Iran-Israel blockade cuts off all humanitarian supply routes #RefugeeCrisis,famine threatens gaza iranisrael blockade cuts off humanitarian supply routes,0.0,0.25,Neutral,0
8930,Tragic loss of civilian life in Syrian border area as war crimes allegations mount against all sides,tragic loss civilian life syrian border area war crimes allegations mount sides,-0.12,0.22,Negative,-1
8931,US intelligence warns Iran weeks away from nuclear weapon capability amid conflict #BidenForeignPolicy,us intelligence warns iran weeks away nuclear weapon capability amid conflict,-0.15,0.25,Negative,-1
8932,Iranian state media reports military exercise near Strait of Hormuz this week #GazaHumanitarian,iranian state media reports military exercise near strait hormuz week,0.0,0.1,Neutral,0
8933,Tragic loss of civilian life in Yemeni coast as war crimes allegations mount against all sides,tragic loss civilian life yemeni coast war crimes allegations mount sides,-0.12,0.23,Negative,-1
8934,G20 leaders issue joint statement calling for de-escalation in Middle East crisis #IranIsraelWar,g leaders issue joint statement calling deescalation middle east crisis,-0.08,0.18,Negative,-1
8935,Refugee crisis overwhelms Jordan and Turkey as 26 million flee war zones #EndTheWar,refugee crisis overwhelms jordan turkey million flee war zones,-0.25,0.35,Negative,-1
8936,Iranian Revolutionary Guard pledges total war if US intervenes militarily in conflict,iranian revolutionary guard pledges total war us intervenes militarily conflict,-0.17,0.27,Negative,-1
8937,US aircraft carrier USS Carl Vinson arrives in Persian Gulf for strategic deterrence #IranMissileStrike,us aircraft carrier uss carl vinson arrives persian gulf strategic deterrence,0.0,0.1,Neutral,0
8938,Aid organizations successfully deliver medicine to 1770000 civilians in conflict zones,aid organizations successfully deliver medicine civilians conflict zones,0.0,0.3,Neutral,0
8939,Lebanon descends into chaos as Hezbollah and Israeli forces clash in brutal urban combat,lebanon descends chaos hezbollah israeli forces clash brutal urban combat,-0.14,0.24,Negative,-1
8940,Oman confirms role as back-channel mediator between US and Iranian governments #NuclearDeal,oman confirms role backchannel mediator us iranian governments,0.0,0.1,Neutral,0
8941,Escalating conflict threatens to drag entire Middle East into devastating regional war #HouthiAttack,escalating conflict threatens drag entire middle east devastating regional war,-0.23,0.33,Negative,-1
8942,Egypt mediates back-channel talks between Iranian and Israeli representatives,egypt mediates backchannel talks iranian israeli representatives,0.0,0.1,Neutral,0
8943,Iran executes dissidents protesting against the devastating war with Israel #NoMoreWar,iran executes dissidents protesting devastating war israel,-0.18,0.28,Negative,-1
8944,Peace activists in both Iran and Israel call for immediate end to senseless conflict #IranAttacksIsrael,peace activists both iran israel call immediate end senseless conflict,0.0,0.23,Neutral,0
8945,Pentagon releases statement on US military posture in eastern Mediterranean region #HumanitarianAid,pentagon releases statement us military posture eastern mediterranean region,0.0,0.1,Neutral,0
8946,Famine threatens Gaza as Iran-Israel blockade cuts off all humanitarian supply routes #RefugeeCrisis,famine threatens gaza iranisrael blockade cuts off humanitarian supply routes,0.0,0.25,Neutral,0
8947,Israel destroys Iranian oil refinery in major escalation of direct military strikes #IDF,israel destroys iranian oil refinery major escalation direct military strikes,-0.08,0.18,Negative,-1
8948,Iran backs Houthis launching missiles from Yemen targeting Israeli Red Sea shipping,iran backs houthis launching missiles yemen targeting israeli red sea shipping,0.0,0.1,Neutral,0
8949,Israel updates emergency evacuation protocols for 500 northern border communities #IranAttacksIsrael,israel updates emergency evacuation protocols northern border communities,0.0,0.1,Neutral,0
8950,Israeli airstrike kills 104 civilians in Persian Gulf coast according to emergency services,israeli airstrike kills civilians persian gulf coast according emergency services,0.0,0.1,Neutral,0
8951,Iranian Revolutionary Guard pledges total war if US intervenes militarily in conflict,iranian revolutionary guard pledges total war us intervenes militarily conflict,-0.17,0.27,Negative,-1
8952,Israeli forces destroy Iranian missile launchers in preemptive strike operation #MiddleEastCrisis,israeli forces destroy iranian missile launchers preemptive strike operation,-0.27,0.37,Negative,-1
8953,WHO warns healthcare system collapse in Gaza and Lebanon due to ongoing conflict,who warns healthcare system collapse gaza lebanon due ongoing conflict,-0.15,0.25,Negative,-1
8954,EU foreign ministers meet in Brussels to discuss Iran-Israel conflict diplomatic response,eu foreign ministers meet brussels discuss iranisrael conflict diplomatic response,-0.08,0.18,Negative,-1
8955,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for,hostages taken iranian proxy attack northern israel unaccounted,-0.08,0.18,Negative,-1
8956,Grassroots peace movement gains momentum in both Iran and Israel calling for dialogue #IranAttacksIsrael,grassroots peace movement gains momentum both iran israel calling dialogue,0.07,0.17,Positive,1
8957,Iran threatens nuclear escalation if Israel continues strikes on its military sites,iran threatens nuclear escalation israel continues strikes military sites,-0.17,0.27,Negative,-1
8958,IDF reports 76 rocket interceptions overnight along northern border with Lebanon,idf reports rocket interceptions overnight along northern border lebanon,0.0,0.1,Neutral,0
8959,US deploys additional Patriot missile batteries to protect American forces in region,us deploys additional patriot missile batteries protect american forces region,0.0,0.27,Neutral,0
8960,Horrific scenes as missiles devastate Strait of Hormuz region residential neighborhoods in latest attack #HouthiAttack,horrific scenes missiles devastate strait hormuz region residential neighborhoods latest attack,-0.07,0.17,Negative,-1
8961,Inspiring solidarity as Isfahan residents open homes to refugees fleeing Iran-Israel war,inspiring solidarity isfahan residents open homes refugees fleeing iranisrael war,0.0,0.27,Neutral,0
8962,US special forces casualties reported in covert operation against Iranian assets #NuclearDeal,us special forces casualties reported covert operation iranian assets,-0.08,0.18,Negative,-1
8963,Germany extends Iran oil sanctions following missile attacks on Israeli civilians,germany extends iran oil sanctions following missile attacks israeli civilians,-0.18,0.28,Negative,-1
8964,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,iran vows devastating retaliation israeli strike destroys natanz nuclear facility,-0.36,0.46,Negative,-1
8965,Israel and US conduct joint military drill simulating Iranian missile attack scenario #MiddleEastCrisis,israel us conduct joint military drill simulating iranian missile attack scenario,-0.15,0.25,Negative,-1
8966,WHO warns healthcare system collapse in Gaza and Lebanon due to ongoing conflict,who warns healthcare system collapse gaza lebanon due ongoing conflict,-0.15,0.25,Negative,-1
8967,Iran threatens nuclear escalation if Israel continues strikes on its military sites,iran threatens nuclear escalation israel continues strikes military sites,-0.17,0.27,Negative,-1
8968,Heartwarming scenes as families reunite after being separated by Iran-Israel conflict,heartwarming scenes families reunite being separated iranisrael conflict,-0.09,0.19,Negative,-1
8969,War crimes tribunal called for as evidence mounts of deliberate civilian targeting,war crimes tribunal called evidence mounts deliberate civilian targeting,-0.08,0.18,Negative,-1
8970,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack,iranian missile barrage overwhelms israeli iron dome defense system latest attack,-0.25,0.35,Negative,-1
8971,Horrific scenes as missiles devastate Golan Heights residential neighborhoods in latest attack,horrific scenes missiles devastate golan heights residential neighborhoods latest attack,-0.08,0.18,Negative,-1
8972,US Centcom commander visits Israel to assess military situation and coordinate response #IranMissileStrike,us centcom commander visits israel assess military situation coordinate response,0.0,0.1,Neutral,0
8973,Iran cyber attacks cripple Israeli banking system and power grid infrastructure,iran cyber attacks cripple israeli banking system power grid infrastructure,0.0,0.1,Neutral,0
8974,UN Security Council scheduled emergency vote on Iran-Israel ceasefire resolution,un security council scheduled emergency vote iranisrael ceasefire resolution,0.1,0.2,Positive,1
8975,G20 leaders issue joint statement calling for de-escalation in Middle East crisis,g leaders issue joint statement calling deescalation middle east crisis,-0.08,0.18,Negative,-1
8976,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,iran vows devastating retaliation israeli strike destroys natanz nuclear facility,-0.36,0.46,Negative,-1
8977,Explosions rock Haifa as latest round of Iran-Israel strikes causes mass panic,explosions rock haifa latest round iranisrael strikes causes mass panic,0.0,0.1,Neutral,0
8978,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,iran vows devastating retaliation israeli strike destroys natanz nuclear facility,-0.36,0.46,Negative,-1
8979,Oil prices hit record high as Iran threatens to blockade Strait of Hormuz,oil prices hit record high iran threatens blockade strait hormuz,-0.08,0.18,Negative,-1
8980,Iran backs militant groups across region creating multi-front war nightmare for Israel,iran backs militant groups across region creating multifront war nightmare israel,-0.08,0.18,Negative,-1
8981,Egypt mediates back-channel talks between Iranian and Israeli representatives,egypt mediates backchannel talks iranian israeli representatives,0.0,0.1,Neutral,0
8982,Aid organizations successfully deliver medicine to 1240000 civilians in conflict zones #IranThreat,aid organizations successfully deliver medicine civilians conflict zones,0.0,0.28,Neutral,0
8983,Iran launches 71 ballistic missiles at Isfahan causing widespread panic and destruction,iran launches ballistic missiles isfahan causing widespread panic destruction,0.0,0.1,Neutral,0
8984,Iran test fires ICBM capable of reaching European capitals raising global alarm,iran test fires icbm capable reaching european capitals raising global alarm,0.0,0.1,Neutral,0
8985,Israeli military intelligence assesses Iranian military capabilities and vulnerabilities #WarCrimes,israeli military intelligence assesses iranian military capabilities vulnerabilities,0.0,0.1,Neutral,0
8986,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,iran vows devastating retaliation israeli strike destroys natanz nuclear facility,-0.36,0.46,Negative,-1
8987,Israel requests additional US military aid worth 141 billion dollars for Iron Dome #UNMiddleEast,israel requests additional us military aid worth billion dollars iron dome,0.08,0.18,Positive,1
8988,Mass displacement crisis: 167 million people fleeing violence in Lebanon and Gaza,mass displacement crisis million people fleeing violence lebanon gaza,-0.18,0.28,Negative,-1
8989,Turkey offers to host ceasefire negotiations between Iran and Israel in Ankara,turkey offers host ceasefire negotiations iran israel ankara,0.08,0.18,Positive,1
8990,Iran confirms deployment of S-400 air defense system purchased from Russia,iran confirms deployment s air defense system purchased russia,0.0,0.1,Neutral,0
8991,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for,hostages taken iranian proxy attack northern israel unaccounted,-0.08,0.18,Negative,-1
8992,Civilians in Qom describe terror of constant air raid sirens and missile attacks #IranAttacksIsrael,civilians qom describe terror constant air raid sirens missile attacks,-0.14,0.24,Negative,-1
8993,Iran-backed militias attack US military bases in Iraq killing American soldiers,iranbacked militias attack us military bases iraq killing american soldiers,-0.09,0.19,Negative,-1
8994,Relief workers praised for extraordinary bravery saving lives under missile fire #IsraelIranWar,relief workers praised extraordinary bravery saving lives under missile fire,0.0,0.27,Neutral,0
8995,Israeli air defense fails to intercept 49 Iranian missiles hitting military bases #IranProtest,israeli air defense fails intercept iranian missiles hitting military bases,0.0,0.1,Neutral,0
8996,EU foreign ministers meet in Brussels to discuss Iran-Israel conflict diplomatic response #IranProtest,eu foreign ministers meet brussels discuss iranisrael conflict diplomatic response,-0.08,0.18,Negative,-1
8997,Famine threatens Gaza as Iran-Israel blockade cuts off all humanitarian supply routes #IranSanctions,famine threatens gaza iranisrael blockade cuts off humanitarian supply routes,0.0,0.25,Neutral,0
8998,US coordinates with Gulf states on contingency plans for potential Iran-Israel escalation,us coordinates gulf states contingency plans potential iranisrael escalation,-0.08,0.18,Negative,-1
8999,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack,iranian missile barrage overwhelms israeli iron dome defense system latest attack,-0.25,0.35,Negative,-1
9000,Iran launches 136 ballistic missiles at Tabriz causing widespread panic and destruction,iran launches ballistic missiles tabriz causing widespread panic destruction,0.0,0.1,Neutral,0
9001,Famine threatens Gaza as Iran-Israel blockade cuts off all humanitarian supply routes #HouthiAttack,famine threatens gaza iranisrael blockade cuts off humanitarian supply routes,0.0,0.25,Neutral,0
9002,Explosions rock Tabriz as latest round of Iran-Israel strikes causes mass panic #IsraelIranWar,explosions rock tabriz latest round iranisrael strikes causes mass panic,0.0,0.1,Neutral,0
9003,China calls for diplomatic solution as Iran-Israel conflict threatens global economy #HumanitarianAid,china calls diplomatic solution iranisrael conflict threatens global economy,-0.08,0.18,Negative,-1
9004,Thousands flee Tabriz as bombing intensifies in Iran-Israel war escalation,thousands flee tabriz bombing intensifies iranisrael war escalation,-0.3,0.4,Negative,-1
9005,Israeli intelligence warns of imminent Iranian dirty bomb attack on Tel Aviv #MiddleEastCrisis,israeli intelligence warns imminent iranian dirty bomb attack tel aviv,-0.15,0.25,Negative,-1
9006,Tragic loss of civilian life in Yemeni coast as war crimes allegations mount against all sides #IranSanctions,tragic loss civilian life yemeni coast war crimes allegations mount sides,-0.12,0.22,Negative,-1
9007,Iran-backed militias attack US military bases in Iraq killing American soldiers #GazaHumanitarian,iranbacked militias attack us military bases iraq killing american soldiers,-0.08,0.18,Negative,-1
9008,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,iran vows devastating retaliation israeli strike destroys natanz nuclear facility,-0.36,0.46,Negative,-1
9009,US aircraft carrier USS Ronald Reagan arrives in Persian Gulf for strategic deterrence,us aircraft carrier uss ronald reagan arrives persian gulf strategic deterrence,0.0,0.1,Neutral,0
9010,US aircraft carrier USS Dwight Eisenhower arrives in Persian Gulf for strategic deterrence,us aircraft carrier uss dwight eisenhower arrives persian gulf strategic deterrence,0.0,0.1,Neutral,0
9011,US Centcom commander visits Israel to assess military situation and coordinate response #HumanitarianAid,us centcom commander visits israel assess military situation coordinate response,0.0,0.1,Neutral,0
9012,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for #RedSeaConflict,hostages taken iranian proxy attack northern israel unaccounted,-0.08,0.18,Negative,-1
9013,Israel requests additional US military aid worth 108 billion dollars for Iron Dome,israel requests additional us military aid worth billion dollars iron dome,0.08,0.18,Positive,1
9014,Iran-backed militias attack US military bases in Iraq killing American soldiers,iranbacked militias attack us military bases iraq killing american soldiers,-0.09,0.19,Negative,-1
9015,Oil prices hit record high as Iran threatens to blockade Strait of Hormuz #IranNuclear,oil prices hit record high iran threatens blockade strait hormuz,-0.07,0.17,Negative,-1
9016,US warships intercept Iranian attack drones heading toward Israeli coastline #IsraeliAirstrike,us warships intercept iranian attack drones heading toward israeli coastline,-0.09,0.19,Negative,-1
9017,Iran launches 77 ballistic missiles at Beersheba causing widespread panic and destruction,iran launches ballistic missiles beersheba causing widespread panic destruction,0.0,0.1,Neutral,0
9018,Global food crisis worsens as Iran-Israel war disrupts Middle East agricultural exports,global food crisis worsens iranisrael war disrupts middle east agricultural exports,-0.17,0.27,Negative,-1
9019,Iran test fires ICBM capable of reaching European capitals raising global alarm,iran test fires icbm capable reaching european capitals raising global alarm,0.0,0.1,Neutral,0
9020,Thousands of Iranian soldiers mobilize near Israeli border threatening ground invasion,thousands iranian soldiers mobilize near israeli border threatening ground invasion,-0.09,0.19,Negative,-1
9021,US carrier strike group mobilizes as Iran threatens direct attack on American forces #IranSanctions,us carrier strike group mobilizes iran threatens direct attack american forces,-0.14,0.24,Negative,-1
9022,Global food crisis worsens as Iran-Israel war disrupts Middle East agricultural exports,global food crisis worsens iranisrael war disrupts middle east agricultural exports,-0.17,0.27,Negative,-1
9023,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility,iran vows devastating retaliation israeli strike destroys natanz nuclear facility,-0.36,0.46,Negative,-1
9024,Children among casualties as missiles strike school shelter in Negev desert war zone,children among casualties missiles strike school shelter negev desert war zone,-0.23,0.33,Negative,-1
9025,Iranian missile barrage overwhelms Israeli Iron Dome defense system in latest attack #BidenForeignPolicy,iranian missile barrage overwhelms israeli iron dome defense system latest attack,-0.23,0.33,Negative,-1
9026,Global food crisis worsens as Iran-Israel war disrupts Middle East agricultural exports,global food crisis worsens iranisrael war disrupts middle east agricultural exports,-0.17,0.27,Negative,-1
9027,Pentagon releases statement on US military posture in eastern Mediterranean region,pentagon releases statement us military posture eastern mediterranean region,0.0,0.1,Neutral,0
9028,Iranian nuclear sites bombed by Israel sparking fears of radioactive contamination #HumanitarianAid,iranian nuclear sites bombed israel sparking fears radioactive contamination,-0.08,0.18,Negative,-1
9029,Death toll rises to 160 after Iranian barrage hits northern Israel overnight #MiddleEastCrisis,death toll rises iranian barrage hits northern israel overnight,-0.17,0.27,Negative,-1
9030,US special forces casualties reported in covert operation against Iranian assets,us special forces casualties reported covert operation iranian assets,-0.09,0.19,Negative,-1
9031,Ceasefire talks collapse again as Iran refuses all US mediation conditions completely #IRGC,ceasefire talks collapse again iran refuses us mediation conditions completely,0.0,0.25,Neutral,0
9032,Civilians in Beirut describe terror of constant air raid sirens and missile attacks #CeasefireNow,civilians beirut describe terror constant air raid sirens missile attacks,-0.14,0.24,Negative,-1
9033,Israeli forces destroy Iranian missile launchers in preemptive strike operation,israeli forces destroy iranian missile launchers preemptive strike operation,-0.3,0.4,Negative,-1
9034,Inspiring solidarity as Eilat residents open homes to refugees fleeing Iran-Israel war,inspiring solidarity eilat residents open homes refugees fleeing iranisrael war,0.0,0.27,Neutral,0
9035,US Congress receives classified briefing on Iran missile capabilities and threat level,us congress receives classified briefing iran missile capabilities threat level,-0.17,0.27,Negative,-1
9036,Pentagon releases statement on US military posture in eastern Mediterranean region #NetanyahuSpeech,pentagon releases statement us military posture eastern mediterranean region,0.0,0.1,Neutral,0
9037,Israeli cabinet holds emergency meeting on Iran nuclear program developments,israeli cabinet holds emergency meeting iran nuclear program developments,-0.1,0.2,Negative,-1
9038,Brutal bombardment of southern Lebanon leaves entire neighborhoods in rubble and ruins,brutal bombardment southern lebanon leaves entire neighborhoods rubble ruins,-0.08,0.18,Negative,-1
9039,US aircraft carrier USS Dwight Eisenhower arrives in Persian Gulf for strategic deterrence #IsraelUnderAttack,us aircraft carrier uss dwight eisenhower arrives persian gulf strategic deterrence,0.0,0.1,Neutral,0
9040,Thousands of Iranian soldiers mobilize near Israeli border threatening ground invasion #IsraelIranWar,thousands iranian soldiers mobilize near israeli border threatening ground invasion,-0.08,0.18,Negative,-1
9041,Iran launches 196 ballistic missiles at Netanya causing widespread panic and destruction #RefugeeCrisis,iran launches ballistic missiles netanya causing widespread panic destruction,0.0,0.1,Neutral,0
9042,US sanctions squeeze Iranian economy but conflict shows no signs of ending,us sanctions squeeze iranian economy conflict shows signs ending,-0.17,0.27,Negative,-1
9043,War crimes tribunal called for as evidence mounts of deliberate civilian targeting #IranThreat,war crimes tribunal called evidence mounts deliberate civilian targeting,-0.08,0.18,Negative,-1
9044,UN warns of catastrophic humanitarian disaster as Iran-Israel war intensifies #USMilitary,un warns catastrophic humanitarian disaster iranisrael war intensifies,0.0,0.28,Neutral,0
9045,US successfully negotiates release of hostages taken during Iran proxy attack on Israel,us successfully negotiates release hostages taken iran proxy attack israel,-0.08,0.18,Negative,-1
9046,Israeli cabinet holds emergency meeting on Iran nuclear program developments,israeli cabinet holds emergency meeting iran nuclear program developments,-0.1,0.2,Negative,-1
9047,War crimes tribunal called for as evidence mounts of deliberate civilian targeting #NetanyahuSpeech,war crimes tribunal called evidence mounts deliberate civilian targeting,-0.08,0.18,Negative,-1
9048,Israeli airstrike kills 53 civilians in Iraqi Kurdistan according to emergency services #CeasefireNow,israeli airstrike kills civilians iraqi kurdistan according emergency services,0.0,0.1,Neutral,0
9049,US deploys additional Patriot missile batteries to protect American forces in region,us deploys additional patriot missile batteries protect american forces region,0.0,0.27,Neutral,0
9050,US intelligence warns Iran weeks away from nuclear weapon capability amid conflict #NetanyahuSpeech,us intelligence warns iran weeks away nuclear weapon capability amid conflict,-0.15,0.25,Negative,-1
9051,US military bases in Middle East hit by Iran-backed drone attacks overnight,us military bases middle east hit iranbacked drone attacks overnight,0.0,0.1,Neutral,0
9052,Civilians in Baghdad describe terror of constant air raid sirens and missile attacks,civilians baghdad describe terror constant air raid sirens missile attacks,-0.15,0.25,Negative,-1
9053,Explosions rock Qom as latest round of Iran-Israel strikes causes mass panic,explosions rock qom latest round iranisrael strikes causes mass panic,0.0,0.1,Neutral,0
9054,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for #HouthiAttack,hostages taken iranian proxy attack northern israel unaccounted,-0.08,0.18,Negative,-1
9055,Iran claims responsibility for missile attack on Israeli military base in Negev desert,iran claims responsibility missile attack israeli military base negev desert,-0.15,0.25,Negative,-1
9056,Death toll rises to 117 after Iranian barrage hits northern Israel overnight,death toll rises iranian barrage hits northern israel overnight,-0.18,0.28,Negative,-1
9057,Oil prices hit record high as Iran threatens to blockade Strait of Hormuz #MiddleEastCrisis,oil prices hit record high iran threatens blockade strait hormuz,-0.07,0.17,Negative,-1
9058,Mass graves discovered in Negev desert as evidence of atrocities during Iran conflict emerges #IsraeliAirstrike,mass graves discovered negev desert evidence atrocities iran conflict emerges,-0.07,0.17,Negative,-1
9059,Ceasefire talks collapse again as Iran refuses all US mediation conditions completely #USMilitary,ceasefire talks collapse again iran refuses us mediation conditions completely,0.0,0.25,Neutral,0
9060,Netanyahu addresses Knesset on security situation amid ongoing Iranian missile campaign #IranProtest,netanyahu addresses knesset security situation amid ongoing iranian missile campaign,-0.08,0.18,Negative,-1
9061,Civilians in Tabriz describe terror of constant air raid sirens and missile attacks #HouthiAttack,civilians tabriz describe terror constant air raid sirens missile attacks,-0.14,0.24,Negative,-1
